date,isin,desig,book,accrued,funding,pullToPar,carry,brokerFeePnl,cashTradingPnl,cashDelta,newBiz,estPnl,source
2026-03-24,GBOLQC3O18A9,Taylor,CRB_Taylor_2,3401.58,-818.27,-117.51,2465.8,-1554.59,-3895.96,26.02,-5450.55,-2958.73,BROKER
2026-03-24,AUR7KO64T023,Emma,CRB_Emma_1,894.29,-1614.4,144.21,-575.9,-97.3,-4419.15,8829.66,-4516.45,3737.31,BROKER
2026-03-24,CHHPBMYOFQE9,James,CRB_James_3,522.22,-1704.3,33.28,-1148.8,687.84,391.41,10710.64,1079.25,10641.09,BROKER
2026-03-24,NLAOUAXEQBN3,Emma,CRB_Emma_1,3611.5,-222.92,-2.36,3386.22,118.43,195.87,112.27,314.3,3812.79,BROKER
2026-03-24,CHL1N13JCAT5,Anya,CRB_Anya_1,3884.54,-1815.88,-433.82,1634.84,1518.8,5636.92,8073.95,7155.72,16864.51,BROKER
2026-03-24,FRX2X18HAFE1,James,CRB_James_3,2099.28,-139.15,229.15,2189.28,-609.59,-3897.21,-12111.13,-4506.8,-14428.65,UNTAGGED
2026-03-24,SE8QJNV8Z2F4,Emma,CRB_Emma_1,2662.56,-2050.32,426.56,1038.8,1075.38,-9417.72,12648.84,-8342.34,5345.3,RFQ_LT
2026-03-24,GBU7U6N7HV33,Andy,CRB_Andy_1,238.35,-2380.74,314.25,-1828.14,94.2,5660.64,11223.38,5754.84,15150.08,PT
2026-03-24,GBZKY22UBTX1,Emma,CRB_Emma_1,4769.17,-1549.68,71.59,3291.08,473.04,-4044.43,-4748.33,-3571.39,-5028.64,PT
2026-03-24,NLXAPRPN6QF2,Taylor,CRB_Taylor_1,3523.38,-1715.78,352.76,2160.36,595.69,1020.75,12869.65,1616.44,16646.45,SWEEP
2026-03-24,NL8J3TRP0J41,Anya,CRB_Anya_2,586.67,-1420.77,316.19,-517.91,1130.48,6415.95,-10624.0,7546.43,-3595.48,PT
2026-03-24,JP5IQVNB4GH4,Emma,CRB_Emma_1,1348.72,-2282.25,72.38,-861.15,-83.59,-9070.06,-241.53,-9153.65,-10256.33,RFQ_ST
2026-03-24,CAKV5USGIOT3,Anya,CRB_Anya_1,160.06,-2998.47,-75.4,-2913.81,1728.03,-5866.64,3232.4,-4138.61,-3820.02,PT
2026-03-24,CHXR2DHYLUR8,Taylor,CRB_Taylor_3,738.0,-2169.54,-37.82,-1469.36,810.24,-1862.24,12869.36,-1052.0,10348.0,BROKER
2026-03-24,CAP0LZJJEGE8,Emma,CRB_Emma_2,517.84,-2362.26,-85.71,-1930.13,1951.37,-7472.08,4341.07,-5520.71,-3109.77,UNTAGGED
2026-03-24,DEG0JV1V93K5,Anya,CRB_Anya_2,2617.86,-2995.29,43.67,-333.76,279.17,5119.72,5444.38,5398.89,10509.51,TRANSFER
2026-03-24,DEKZEBBK7W11,Alexander,CRB_Alexander_2,310.96,-2487.24,248.23,-1928.05,-1438.71,-7055.17,-6830.34,-8493.88,-17252.27,BROKER
2026-03-24,USUQPGB7R3O1,Anya,CRB_Anya_1,1022.61,-1631.76,-273.23,-882.38,-75.26,-1496.97,9344.31,-1572.23,6889.7,UNTAGGED
2026-03-24,SEWBFUK9E1V9,Emma,CRB_Emma_1,1452.07,-771.32,-47.4,633.35,-671.85,9585.23,-7772.49,8913.38,1774.24,PT
2026-03-24,FR1N6KVPUC81,Taylor,CRB_Taylor_2,2732.37,-347.94,-161.42,2223.01,-1354.48,8845.09,-820.55,7490.61,8893.07,TRANSFER
2026-03-24,FRWJCITFOYQ0,Alexander,CRB_Alexander_2,2599.78,-692.38,-392.65,1514.75,-1723.02,-7609.35,-8905.65,-9332.37,-16723.27,PT
2026-03-24,FRKK4CIJ2V23,Taylor,CRB_Taylor_2,4494.58,-47.86,-270.13,4176.59,-927.88,-1089.7,4364.93,-2017.58,6523.94,BROKER
2026-03-24,AUEIFJFC2V34,Anya,CRB_Anya_2,2589.98,-1049.94,-388.98,1151.06,971.48,4828.43,6859.41,5799.91,13810.38,VOICE
2026-03-24,CHEYZ7SRCBP5,Andy,CRB_Andy_2,1557.54,-2481.86,96.26,-828.06,-38.12,7284.85,2856.51,7246.73,9275.18,SWEEP
2026-03-24,SEJD84U89YJ0,Taylor,CRB_Taylor_1,456.69,-2262.48,496.64,-1309.15,1222.96,976.72,5135.07,2199.68,6025.6,BROKER
2026-03-24,DEQX6GVWRDM5,Alexander,CRB_Alexander_1,2538.04,-2836.46,-373.6,-672.02,1150.5,-1199.15,2227.65,-48.65,1506.98,TRANSFER
2026-03-24,CAY4LYK83TQ5,Andy,CRB_Andy_2,575.55,-544.58,332.04,363.01,-620.93,-8672.87,-5322.36,-9293.8,-14253.15,BROKER
2026-03-24,JPL8OS9XTOG5,Anya,CRB_Anya_2,1386.99,-1908.66,-257.15,-778.82,1785.51,-8309.52,12357.5,-6524.01,5054.67,TRANSFER
2026-03-24,SE1W1HT7PZE9,Andy,CRB_Andy_3,4098.0,-821.31,-184.12,3092.57,131.11,-9599.15,13236.04,-9468.04,6860.57,RFQ_LT
2026-03-24,FRZLAOI4E8X2,Alexander,CRB_Alexander_2,4132.3,-1559.96,94.33,2666.67,-1054.15,4596.71,-7888.43,3542.56,-1679.2,RFQ_ST
2026-03-24,CH7KZORQQFG9,Taylor,CRB_Taylor_3,3217.02,-767.55,344.58,2794.05,-261.77,3758.92,3601.94,3497.15,9893.14,PT
2026-03-24,NL0EC14M2JA4,Emma,CRB_Emma_1,542.23,-1560.87,294.51,-724.13,-502.5,-4785.1,-11716.31,-5287.6,-17728.04,VOICE
2026-03-24,SEUX5QRL1N73,Taylor,CRB_Taylor_1,1190.38,-1511.23,81.64,-239.21,-1742.3,2897.21,-9351.77,1154.91,-8436.07,RFQ_ST
2026-03-24,FRUI1B0Z3NX2,Emma,CRB_Emma_1,2698.84,-617.59,47.1,2128.35,-538.6,9290.17,10432.7,8751.57,21312.62,SWEEP
2026-03-24,CH8E8LD4D6A2,Emma,CRB_Emma_1,4833.94,-537.33,-333.25,3963.36,1377.8,-1308.48,-14799.79,69.32,-10767.11,BROKER
2026-03-24,AU58C2JWOCL8,Andy,CRB_Andy_3,586.0,-957.63,330.2,-41.43,228.49,-6329.27,13436.12,-6100.78,7293.91,VOICE
2026-03-24,AU8W5RTWIYK3,James,CRB_James_2,2361.82,-1977.41,-12.78,371.63,-887.18,-4445.11,-5068.41,-5332.29,-10029.07,SWEEP
2026-03-24,GBPDW5PY6B24,James,CRB_James_3,3305.73,-624.27,-311.3,2370.16,-753.62,-9489.52,-7821.2,-10243.14,-15694.18,VOICE
2026-03-24,CANFTU2GC5W3,Anya,CRB_Anya_2,1626.87,-159.82,265.88,1732.93,66.12,-3796.21,14222.13,-3730.09,12224.97,UNTAGGED
2026-03-24,CH6FQJJA26Y2,Emma,CRB_Emma_2,2798.74,-1268.7,167.96,1698.0,980.58,2085.96,4049.17,3066.54,8813.71,UNTAGGED
2026-03-24,GBPMVXPJ4HN7,Emma,CRB_Emma_1,4290.53,-392.6,212.78,4110.71,1067.03,2882.65,4486.42,3949.68,12546.81,TRANSFER
2026-03-24,GBIUU9K9XJU0,Anya,CRB_Anya_2,2786.27,-2542.22,376.41,620.46,-1425.12,8558.94,6219.27,7133.82,13973.55,TRANSFER
2026-03-24,SE0361I2HGJ2,Emma,CRB_Emma_1,1739.21,-99.01,118.4,1758.6,-1381.14,-5305.71,-4824.92,-6686.85,-9753.17,SWEEP
2026-03-24,GB6XLPU0DK02,Taylor,CRB_Taylor_3,2105.84,-2599.14,461.73,-31.57,404.72,-4334.77,-5148.57,-3930.05,-9110.19,RFQ_LT
2026-03-24,FRET8T63J3R4,Emma,CRB_Emma_1,4533.16,-2990.57,-44.25,1498.34,1185.51,-6797.66,9798.25,-5612.15,5684.44,TRANSFER
2026-03-24,CA2QC1IYYO48,Alexander,CRB_Alexander_2,2539.02,-2413.32,94.45,220.15,-528.06,9519.31,-12197.51,8991.25,-2986.11,SWEEP
2026-03-24,CADOJEN0JNW5,Andy,CRB_Andy_1,1344.5,-2285.73,-214.44,-1155.67,1530.6,9116.56,13255.79,10647.16,22747.28,VOICE
2026-03-24,GBYQW7LVXWQ4,Taylor,CRB_Taylor_2,1278.9,-296.7,102.11,1084.31,-196.39,3988.5,3845.27,3792.11,8721.69,BROKER
2026-03-24,AUEBB9EITNN8,Emma,CRB_Emma_2,2936.09,-1442.03,301.16,1795.22,1601.67,-7668.95,14315.71,-6067.28,10043.65,BROKER
2026-03-24,AUV05X4W7KY3,Anya,CRB_Anya_1,2742.22,-1915.86,123.02,949.38,1080.03,-7708.26,7709.21,-6628.23,2030.36,SWEEP
2026-03-24,CHQIN9N6XCJ1,Alexander,CRB_Alexander_1,661.68,-275.5,5.49,391.67,-381.44,-1769.07,-9857.67,-2150.51,-11616.51,TRANSFER
2026-03-24,CHDHX8BM92H8,Alexander,CRB_Alexander_1,952.17,-2086.59,-321.8,-1456.22,-1508.06,-4167.11,9911.04,-5675.17,2779.65,RFQ_ST
2026-03-24,FRV3I12VJ998,Andy,CRB_Andy_3,619.62,-944.81,-447.92,-773.11,1005.82,7229.51,3658.47,8235.33,11120.69,SWEEP
2026-03-24,JP2D5EM2VAJ2,James,CRB_James_2,4593.04,-2199.85,-28.37,2364.82,719.17,-3980.94,-12893.26,-3261.77,-13790.21,PT
2026-03-24,AUS0R2SDS8B8,Andy,CRB_Andy_3,4728.81,-601.02,217.45,4345.24,-1578.86,-5004.25,9721.84,-6583.11,7483.97,BROKER
2026-03-24,JPQ8CROYR6C1,Emma,CRB_Emma_1,1164.34,-42.73,-259.33,862.28,-191.49,-5698.58,-3563.92,-5890.07,-8591.71,UNTAGGED
2026-03-25,GBAJI0Y6DPB3,Anya,CRB_Anya_2,1794.65,-295.03,-304.26,1195.36,598.61,3377.6,-13200.65,3976.21,-8029.08,TRANSFER
2026-03-25,FRSAHXTHV3A2,Emma,CRB_Emma_1,1467.05,-2891.31,57.37,-1366.89,1203.72,-5748.38,-13930.08,-4544.66,-19841.63,PT
2026-03-25,AUMF8MDD4V37,Taylor,CRB_Taylor_2,4936.03,-2437.74,169.27,2667.56,1930.78,-4936.72,-261.82,-3005.94,-600.2,SWEEP
2026-03-25,NLE7CKW5NGC3,James,CRB_James_1,1452.47,-2249.16,-488.12,-1284.81,-750.98,-4649.11,13475.0,-5400.09,6790.1,RFQ_LT
2026-03-25,JP945NQ4FMY1,Taylor,CRB_Taylor_2,250.98,-799.99,-256.85,-805.86,-1.83,-8952.75,14069.0,-8954.58,4308.56,BROKER
2026-03-25,SEWTIQJ7YHL0,Emma,CRB_Emma_1,4109.6,-1974.81,270.12,2404.91,-507.94,8799.27,1113.03,8291.33,11809.27,TRANSFER
2026-03-25,FR32OC6UZHR7,Emma,CRB_Emma_1,2484.72,-1225.16,31.27,1290.83,1259.6,5202.81,-14283.25,6462.41,-6530.01,RFQ_LT
2026-03-25,DEJIUJV6OH98,Alexander,CRB_Alexander_2,2285.42,-2576.97,-495.89,-787.44,872.0,-7679.1,-7859.85,-6807.1,-15454.39,TRANSFER
2026-03-25,CHDBDW2PCN98,Anya,CRB_Anya_1,4972.61,-2355.91,-33.01,2583.69,791.74,1235.82,-11469.02,2027.56,-6857.77,TRANSFER
2026-03-25,JP84AZYTJXE6,Andy,CRB_Andy_1,1030.13,-854.86,381.77,557.04,957.46,8085.57,-546.64,9043.03,9053.43,TRANSFER
2026-03-25,DEQ85JSG65K8,Taylor,CRB_Taylor_1,4418.47,-217.37,424.16,4625.26,1115.36,-7961.36,-2264.12,-6846.0,-4484.86,PT
2026-03-25,SEHNF877VRE5,James,CRB_James_3,4024.65,-884.21,95.48,3235.92,-861.96,-8296.9,-5006.79,-9158.86,-10929.73,PT
2026-03-25,JPIIUC039TE7,Taylor,CRB_Taylor_3,3880.47,-2515.08,246.07,1611.46,494.75,-6790.96,-7812.83,-6296.21,-12497.58,RFQ_LT
2026-03-25,NLFSV871YZO5,Alexander,CRB_Alexander_1,1221.18,-2074.44,-175.14,-1028.4,-1760.35,-6934.55,11332.68,-8694.9,1609.38,PT
2026-03-25,CH6QICATVAZ0,James,CRB_James_3,2938.1,-2399.15,-455.6,83.35,-201.28,-4401.49,361.84,-4602.77,-4157.58,BROKER
2026-03-25,FRCBLSKRT059,Andy,CRB_Andy_1,3650.52,-2529.38,-6.52,1114.62,712.57,-3287.16,-5155.37,-2574.59,-6615.34,PT
2026-03-25,CHIRODXMO5B1,Anya,CRB_Anya_2,993.61,-696.9,281.21,577.92,-368.93,-1076.42,5715.74,-1445.35,4848.31,PT
2026-03-25,USOM5IGQPKI1,Andy,CRB_Andy_1,4450.17,-1847.91,-459.12,2143.14,988.44,3.96,-10128.98,992.4,-6993.44,SWEEP
2026-03-25,CH34DXTAD1I6,Emma,CRB_Emma_1,1082.45,-1879.41,160.13,-636.83,1752.24,-1494.51,-9073.29,257.73,-9452.39,BROKER
2026-03-25,CHR56FAO72K8,Andy,CRB_Andy_2,336.01,-1864.07,-139.81,-1667.87,-737.61,9236.19,14856.89,8498.58,21687.6,TRANSFER
2026-03-25,CHFK8UT0CVS8,James,CRB_James_3,319.67,-6.42,-77.51,235.74,1220.41,4530.05,-7442.87,5750.46,-1456.67,VOICE
2026-03-25,DECS4CC5O7U9,Taylor,CRB_Taylor_2,4861.4,-1902.8,77.8,3036.4,1175.75,8117.75,-10206.83,9293.5,2123.07,RFQ_LT
2026-03-25,SEBCXULJYLJ2,Andy,CRB_Andy_3,258.47,-2351.63,-82.19,-2175.35,-523.73,-6057.6,5294.63,-6581.33,-3462.05,PT
2026-03-25,JPQ77AWUDTS2,Andy,CRB_Andy_3,2905.0,-1257.13,99.59,1747.46,-860.22,-4380.91,-11533.67,-5241.13,-15027.34,VOICE
2026-03-25,CA55NF4ZW9X0,Taylor,CRB_Taylor_1,1392.8,-2127.84,185.02,-550.02,1161.27,6593.65,2156.44,7754.92,9361.34,RFQ_LT
2026-03-25,NLKX7EEDTJV5,Andy,CRB_Andy_1,2900.19,-1033.17,14.17,1881.19,-861.09,-760.35,8783.18,-1621.44,9042.93,UNTAGGED
2026-03-25,FRY4SJ6BW3B5,Alexander,CRB_Alexander_1,3900.88,-608.88,122.1,3414.1,669.48,3407.07,-9733.26,4076.55,-2242.61,SWEEP
2026-03-25,DEWJ0TPAC568,Anya,CRB_Anya_2,1290.25,-1009.64,218.36,498.97,-977.87,4656.83,-12664.7,3678.96,-8486.77,PT
2026-03-25,US4UFEL62463,Alexander,CRB_Alexander_1,4510.05,-1188.83,147.18,3468.4,-58.95,-9210.13,-8641.93,-9269.08,-14442.61,BROKER
2026-03-25,FRYMU5907IF2,Anya,CRB_Anya_1,4157.48,-2708.79,-165.37,1283.32,-1377.22,9257.85,-5560.15,7880.63,3603.8,PT
2026-03-25,AUA0L7253J21,Taylor,CRB_Taylor_3,2478.58,-1214.71,69.12,1332.99,-1190.79,8436.43,13970.22,7245.64,22548.85,SWEEP
2026-03-25,AU54I3QK2IA3,James,CRB_James_2,4887.58,-1565.82,-352.42,2969.34,-1607.48,9337.46,1130.59,7729.98,11829.91,BROKER
2026-03-25,AUL58KXO9T71,Emma,CRB_Emma_2,1821.59,-1047.35,-467.83,306.41,-1460.02,4526.85,1075.92,3066.83,4449.16,RFQ_ST
2026-03-25,JPG8JDP0LVS6,Anya,CRB_Anya_1,2458.37,-584.44,-168.45,1705.48,-571.53,697.2,-10378.28,125.67,-8547.13,TRANSFER
2026-03-25,SEGBPS3Y70H6,Anya,CRB_Anya_1,3743.67,-2949.0,-360.36,434.31,66.62,3447.06,-3563.02,3513.68,384.97,RFQ_ST
2026-03-25,GB87WXE6SYL4,Andy,CRB_Andy_2,4419.74,-2665.35,-98.02,1656.37,-1533.48,-5051.14,-2969.49,-6584.62,-7897.74,BROKER
2026-03-25,NLEP7Y6WKTA4,James,CRB_James_2,2094.72,-1829.57,-262.34,2.81,1977.1,9679.98,1145.3,11657.08,12805.19,PT
2026-03-25,FRPUXQPHR622,Andy,CRB_Andy_3,4955.86,-2235.82,469.05,3189.09,-1078.72,3291.84,-539.81,2213.12,4862.4,VOICE
2026-03-25,GBKXWD8IL3F0,Taylor,CRB_Taylor_1,1463.4,-1627.54,70.94,-93.2,-1626.81,2631.28,7030.27,1004.47,7941.54,BROKER
2026-03-25,FR9W1Q5UZNO2,Alexander,CRB_Alexander_2,1939.43,-1114.65,393.21,1217.99,1670.14,-4302.56,-7044.06,-2632.42,-8458.49,RFQ_ST
2026-03-25,US6452H2ZQU1,James,CRB_James_2,3930.8,-1394.2,380.79,2917.39,1275.8,9336.01,13326.51,10611.81,26855.71,BROKER
2026-03-25,CHEQTUL1P366,Andy,CRB_Andy_1,2384.34,-1574.04,-322.1,488.2,632.56,-5667.4,-11012.13,-5034.84,-15558.77,PT
2026-03-25,NLQF5Q14J1R3,Emma,CRB_Emma_2,2619.14,-1501.54,-185.56,932.04,-360.27,8141.95,-6381.58,7781.68,2332.14,SWEEP
2026-03-25,JPPZIM6CFNF3,Alexander,CRB_Alexander_1,950.6,-2012.34,414.17,-647.57,1833.28,-4191.37,-328.94,-2358.09,-3334.6,PT
2026-03-25,GBOLQC3O18A9,Taylor,CRB_Taylor_2,1097.75,-2292.78,-5.06,-1200.09,1919.91,-2089.04,175.63,-169.13,-1193.59,RFQ_LT
2026-03-25,AUR7KO64T023,Emma,CRB_Emma_1,4663.53,-1208.74,252.57,3707.36,1961.95,7082.3,-12728.68,9044.25,22.93,BROKER
2026-03-25,CHHPBMYOFQE9,James,CRB_James_3,3353.23,-870.11,-340.01,2143.11,-997.08,1744.55,-4587.3,747.47,-1696.72,UNTAGGED
2026-03-25,NLAOUAXEQBN3,Emma,CRB_Emma_1,1949.01,-1796.49,326.19,478.71,-507.86,1780.35,428.26,1272.49,2179.46,VOICE
2026-03-25,CHL1N13JCAT5,Anya,CRB_Anya_1,3012.05,-2816.53,-222.58,-27.06,-999.14,2052.06,14926.48,1052.92,15952.34,PT
2026-03-25,FRX2X18HAFE1,James,CRB_James_3,2229.68,-210.83,475.3,2494.15,-863.36,-6206.74,13498.21,-7070.1,8922.26,PT
2026-03-25,SE8QJNV8Z2F4,Emma,CRB_Emma_1,1838.34,-196.66,466.94,2108.62,24.32,6751.82,-2485.68,6776.14,6399.08,RFQ_LT
2026-03-25,GBU7U6N7HV33,Andy,CRB_Andy_1,524.83,-261.66,246.58,509.75,1030.31,1259.24,-7621.28,2289.55,-4821.98,SWEEP
2026-03-25,GBZKY22UBTX1,Emma,CRB_Emma_1,4123.78,-2505.36,101.46,1719.88,1458.72,7334.07,14798.02,8792.79,25310.69,BROKER
2026-03-25,NLXAPRPN6QF2,Taylor,CRB_Taylor_1,2766.75,-1943.4,-8.79,814.56,1497.4,9202.85,13534.2,10700.25,25049.01,TRANSFER
2026-03-25,NL8J3TRP0J41,Anya,CRB_Anya_2,409.68,-562.79,-63.38,-216.49,1312.08,8399.68,-589.01,9711.76,8906.26,SWEEP
2026-03-25,JP5IQVNB4GH4,Emma,CRB_Emma_1,3648.7,-1197.09,-104.21,2347.4,1614.25,-976.47,-9423.08,637.78,-6437.9,RFQ_ST
2026-03-25,CAKV5USGIOT3,Anya,CRB_Anya_1,1809.11,-2939.22,445.39,-684.72,-1659.38,-8168.17,4951.53,-9827.55,-5560.74,BROKER
2026-03-25,CHXR2DHYLUR8,Taylor,CRB_Taylor_3,4563.28,-1129.44,-428.76,3005.08,-95.4,-4181.31,7318.44,-4276.71,6046.81,UNTAGGED
2026-03-25,CAP0LZJJEGE8,Emma,CRB_Emma_2,3716.62,-1068.14,378.14,3026.62,-18.48,-1699.63,-2532.06,-1718.11,-1223.55,RFQ_ST
2026-03-25,DEG0JV1V93K5,Anya,CRB_Anya_2,3242.46,-939.22,320.73,2623.97,1000.03,6882.29,5663.39,7882.32,16169.68,RFQ_ST
2026-03-25,DEKZEBBK7W11,Alexander,CRB_Alexander_2,1761.84,-1654.17,-302.33,-194.66,1557.42,612.36,-1367.08,2169.78,608.04,VOICE
2026-03-25,USUQPGB7R3O1,Anya,CRB_Anya_1,4699.85,-2392.2,-31.04,2276.61,1577.45,-4660.2,-8724.77,-3082.75,-9530.91,PT
2026-03-25,SEWBFUK9E1V9,Emma,CRB_Emma_1,3292.58,-395.06,355.02,3252.54,-463.86,1164.88,-8624.52,701.02,-4670.96,RFQ_ST
2026-03-25,FR1N6KVPUC81,Taylor,CRB_Taylor_2,3122.33,-1324.76,423.38,2220.95,-1227.94,-4524.28,730.5,-5752.22,-2800.77,RFQ_ST
2026-03-25,FRWJCITFOYQ0,Alexander,CRB_Alexander_2,295.76,-2966.04,-103.61,-2773.89,1982.73,41.08,-4048.11,2023.81,-4798.19,PT
2026-03-25,FRKK4CIJ2V23,Taylor,CRB_Taylor_2,364.31,-1264.36,445.14,-454.91,703.22,-355.79,-8074.18,347.43,-8181.66,UNTAGGED
2026-03-25,AUEIFJFC2V34,Anya,CRB_Anya_2,1100.73,-2617.89,274.51,-1242.65,-663.04,-239.99,-1989.26,-903.03,-4134.94,BROKER
2026-03-25,CHEYZ7SRCBP5,Andy,CRB_Andy_2,390.38,-2010.74,-184.53,-1804.89,-501.86,3892.22,637.78,3390.36,2223.25,SWEEP
2026-03-25,SEJD84U89YJ0,Taylor,CRB_Taylor_1,1040.99,-2851.96,-87.0,-1897.97,-756.8,954.18,8206.05,197.38,6505.46,SWEEP
2026-03-25,DEQX6GVWRDM5,Alexander,CRB_Alexander_1,3911.89,-927.71,-494.07,2490.11,-709.62,1292.65,12784.26,583.03,15857.4,VOICE
2026-03-25,CAY4LYK83TQ5,Andy,CRB_Andy_2,2267.43,-1158.93,219.95,1328.45,-1016.72,2549.69,11722.99,1532.97,14584.41,PT
2026-03-25,JPL8OS9XTOG5,Anya,CRB_Anya_2,2101.78,-1353.66,130.91,879.03,1711.77,-8391.79,-371.16,-6680.02,-6172.15,PT
2026-03-25,SE1W1HT7PZE9,Andy,CRB_Andy_3,2513.41,-1448.41,469.67,1534.67,-1350.43,-3678.87,-6411.25,-5029.3,-9905.88,UNTAGGED
2026-03-25,FRZLAOI4E8X2,Alexander,CRB_Alexander_2,4060.04,-2711.03,-492.07,856.94,-1386.99,-3443.59,13966.0,-4830.58,9992.36,SWEEP
2026-03-25,CH7KZORQQFG9,Taylor,CRB_Taylor_3,4699.01,-119.97,176.96,4756.0,1296.26,5782.53,5837.0,7078.79,17671.79,UNTAGGED
2026-03-25,NL0EC14M2JA4,Emma,CRB_Emma_1,3454.67,-2858.82,186.2,782.05,-164.3,-6641.81,-8158.63,-6806.11,-14182.69,SWEEP
2026-03-25,SEUX5QRL1N73,Taylor,CRB_Taylor_1,2764.3,-209.59,44.72,2599.43,-159.65,-5774.69,10683.0,-5934.34,7348.09,PT
2026-03-25,FRUI1B0Z3NX2,Emma,CRB_Emma_1,767.49,-2074.32,-394.06,-1700.89,-726.1,-4224.24,-6261.35,-4950.34,-12912.58,RFQ_ST
2026-03-25,CH8E8LD4D6A2,Emma,CRB_Emma_1,874.25,-828.7,163.61,209.16,-1560.03,-8015.75,-4080.31,-9575.78,-13446.93,PT
2026-03-25,AU58C2JWOCL8,Andy,CRB_Andy_3,105.12,-173.17,-380.12,-448.17,-1602.68,-246.77,9225.6,-1849.45,6927.98,RFQ_ST
2026-03-25,AU8W5RTWIYK3,James,CRB_James_2,3960.01,-125.06,243.46,4078.41,-1273.44,4852.35,-8150.88,3578.91,-493.56,SWEEP
2026-03-25,GBPDW5PY6B24,James,CRB_James_3,784.46,-2405.68,-241.9,-1863.12,1565.85,-9054.54,-9102.19,-7488.69,-18454.0,BROKER
2026-03-25,CANFTU2GC5W3,Anya,CRB_Anya_2,4937.02,-2045.24,-36.53,2855.25,-1449.36,-5900.92,110.82,-7350.28,-4384.21,PT
2026-03-25,CH6FQJJA26Y2,Emma,CRB_Emma_2,3272.41,-999.31,11.44,2284.54,1067.34,8340.62,-13605.69,9407.96,-1913.19,PT
2026-03-25,GBPMVXPJ4HN7,Emma,CRB_Emma_1,4690.86,-2287.66,223.12,2626.32,-774.43,-3779.57,14780.0,-4554.0,12852.32,SWEEP
2026-03-25,GBIUU9K9XJU0,Anya,CRB_Anya_2,1886.05,-2670.05,-337.16,-1121.16,1183.42,1500.1,-4097.21,2683.52,-2534.85,BROKER
2026-03-25,SE0361I2HGJ2,Emma,CRB_Emma_1,4030.29,-2617.22,116.69,1529.76,1147.25,8294.07,-10929.05,9441.32,42.03,PT
2026-03-25,GB6XLPU0DK02,Taylor,CRB_Taylor_3,1229.69,-680.75,217.07,766.01,-1025.88,2483.1,-12059.15,1457.22,-9835.92,VOICE
2026-03-25,FRET8T63J3R4,Emma,CRB_Emma_1,4383.94,-603.33,-385.39,3395.22,1463.14,8397.74,-6667.37,9860.88,6588.73,TRANSFER
2026-03-25,CA2QC1IYYO48,Alexander,CRB_Alexander_2,2368.67,-656.13,260.89,1973.43,328.94,-5249.46,7252.11,-4920.52,4305.02,TRANSFER
2026-03-25,CADOJEN0JNW5,Andy,CRB_Andy_1,4545.82,-230.04,170.04,4485.82,464.09,8422.69,-5294.0,8886.78,8078.6,SWEEP
2026-03-25,GBYQW7LVXWQ4,Taylor,CRB_Taylor_2,702.7,-1178.92,461.5,-14.72,1000.59,-7809.6,-5362.97,-6809.01,-12186.7,TRANSFER
2026-03-25,AUEBB9EITNN8,Emma,CRB_Emma_2,1815.37,-2739.02,159.69,-763.96,-361.56,-6546.8,-14090.72,-6908.36,-21763.04,PT
2026-03-25,AUV05X4W7KY3,Anya,CRB_Anya_1,258.19,-1802.36,166.78,-1377.39,128.96,7088.64,42.74,7217.6,5882.95,SWEEP
2026-03-25,CHQIN9N6XCJ1,Alexander,CRB_Alexander_1,670.33,-759.42,263.04,173.95,-694.91,-7398.97,-719.23,-8093.88,-8639.16,TRANSFER
2026-03-25,CHDHX8BM92H8,Alexander,CRB_Alexander_1,479.97,-2627.68,158.52,-1989.19,968.87,6678.83,9685.06,7647.7,15343.57,TRANSFER
2026-03-25,FRV3I12VJ998,Andy,CRB_Andy_3,4781.76,-73.4,-306.86,4401.5,-299.73,3978.66,2800.96,3678.93,10881.39,UNTAGGED
2026-03-25,JP2D5EM2VAJ2,James,CRB_James_2,3306.77,-2211.09,-174.2,921.48,-952.7,299.24,9736.49,-653.46,10004.51,PT
2026-03-25,AUS0R2SDS8B8,Andy,CRB_Andy_3,4455.36,-1440.4,59.17,3074.13,-1964.02,3030.5,-11202.77,1066.48,-7062.16,PT
2026-03-25,JPQ8CROYR6C1,Emma,CRB_Emma_1,3318.93,-2432.75,263.64,1149.82,-1909.08,7330.41,-11058.41,5421.33,-4487.26,UNTAGGED
2026-03-26,GBAJI0Y6DPB3,Anya,CRB_Anya_2,4390.09,-2790.72,143.96,1743.33,1166.21,7658.47,-11156.66,8824.68,-588.65,RFQ_ST
2026-03-26,FRSAHXTHV3A2,Emma,CRB_Emma_1,1182.88,-571.39,-440.31,171.18,-1399.09,-5056.03,11962.33,-6455.12,5678.39,SWEEP
2026-03-26,AUMF8MDD4V37,Taylor,CRB_Taylor_2,4735.19,-740.61,30.17,4024.75,1862.79,-3192.06,4167.23,-1329.27,6862.71,VOICE
2026-03-26,NLE7CKW5NGC3,James,CRB_James_1,3159.56,-977.15,-212.95,1969.46,-350.86,8682.43,8042.94,8331.57,18343.97,SWEEP
2026-03-26,JP945NQ4FMY1,Taylor,CRB_Taylor_2,162.63,-2419.09,309.48,-1946.98,-397.86,3205.62,-10810.81,2807.76,-9950.03,UNTAGGED
2026-03-26,SEWTIQJ7YHL0,Emma,CRB_Emma_1,3216.12,-1551.94,-345.8,1318.38,436.95,4815.93,6468.62,5252.88,13039.88,BROKER
